seed,cond,metric,value
4,S5_adaptive,rmse_score_far,0.1317729005226128
4,S5_adaptive,spearman_far,0.1486764420858373
4,S5_adaptive,rmse_score_normals,0.16262244808602755
4,S5_adaptive,wall_s,45.20682716369629
5,S0_none,auroc_teacher_boundary,0.982606
5,S0_none,auroc_student_boundary,0.9228319999999999
5,S0_none,rmse_score_boundary,0.2033401606737953
5,S0_none,spearman_boundary,0.42614318488947506
5,S0_none,auroc_teacher_close,0.998128
5,S0_none,auroc_student_close,0.961928
5,S0_none,rmse_score_close,0.275652167412051
5,S0_none,spearman_close,0.26538119938001153
5,S0_none,auroc_teacher_medium,0.999494
5,S0_none,auroc_student_medium,0.97488
5,S0_none,rmse_score_medium,0.47172691767045405
